fingerprint,count,frequency
00000110,1481,0.24601328903654485
00000010,1311,0.21777408637873755
00000111,1135,0.18853820598006646
00000011,817,0.1357142857142857
00001110,375,0.06229235880398671
00001010,323,0.05365448504983389
00001111,281,0.04667774086378738
00001011,225,0.03737541528239203
01000110,8,0.00132890365448505
00000100,5,0.0008305647840531562
00100011,4,0.000664451827242525
01000011,4,0.000664451827242525
00010011,3,0.0004983388704318936
01000111,3,0.0004983388704318936
00000001,3,0.0004983388704318936
00000000,3,0.0004983388704318936
01000010,3,0.0004983388704318936
10001101,2,0.0003322259136212625
00111010,2,0.0003322259136212625
00110110,2,0.0003322259136212625
00100110,2,0.0003322259136212625
01001111,2,0.0003322259136212625
10000101,2,0.0003322259136212625
00000101,2,0.0003322259136212625
01001110,2,0.0003322259136212625
01100110,1,0.00016611295681063124
00011111,1,0.00016611295681063124
10000000,1,0.00016611295681063124
00011011,1,0.00016611295681063124
01011010,1,0.00016611295681063124
00110011,1,0.00016611295681063124
00110010,1,0.00016611295681063124
10000100,1,0.00016611295681063124
01111111,1,0.00016611295681063124
11000111,1,0.00016611295681063124
01110011,1,0.00016611295681063124
00001001,1,0.00016611295681063124
01110110,1,0.00016611295681063124
00001101,1,0.00016611295681063124
00100111,1,0.00016611295681063124
01100111,1,0.00016611295681063124
00101011,1,0.00016611295681063124
01100011,1,0.00016611295681063124
00001100,1,0.00016611295681063124
10000111,1,0.00016611295681063124
